Authors	records	% of 11621
ZHANG CL	10	0.086
ZHANG HC	10	0.086
ZHANG JW	10	0.086
ZHANG MQ	10	0.086
ZHANG R	10	0.086
ZHANG SL	10	0.086
ZHANG SM	10	0.086
ZHANG XP	10	0.086
ZHAO HL	10	0.086
ZHAO P	10	0.086
ZHAO YL	10	0.086
ZHAO YX	10	0.086
ZHENG C	10	0.086
ZHENG JX	10	0.086
ZHENG Y	10	0.086
ZHONG J	10	0.086
ZHONG Y	10	0.086
ZHOU LM	10	0.086
ZHU CL	10	0.086
ZHU Q	10	0.086
ZHU X	10	0.086
ZHU YS	10	0.086
ZHU YZ	10	0.086
ZHUANG XD	10	0.086
AHMAD S	9	0.077
AL-DEYAB SS	9	0.077
ALSHAREEF HN	9	0.077
AN Q	9	0.077
BAO JC	9	0.077
